category	id	Lastname 	Firstname	patronymic, toponymic	Gender	Profession	Origin	First seen	Last seen	MoCO-A since	Religion	YOB	Born in	YOD	Died in	Remark	Literature	Archives									
fiamminghi	161	Pietro	Pietro Andrea /Pier-Andrea			merchant	Flemish/Dutch	1597			Catholic					Married to Anna Maria Meltra.	"Brulez, 1965, p. 264. 
Kieckens, 1993, p. 35."										
fiamminghi	162	Putmans	Francesco			merchant	Flemish							1634	Livorno		"Engels 1997, p181, 218; Engels 1993, p30;"	ADL, morti 2, c147.									
fiamminghi	163	Quichelberg	Jacob			diamondgrinder	Flemish/Dutch	1615	1635								Engels 1997, p134										
fiamminghi	164	Rendtroff	Herman				Flemish/Dutch	1673		1673																	
fiamminghi	165	Reyniers	Gilles			consul missus	Flemish/Dutch	1628	1640							Brother of Theodoor Reyniers.	"Agterhuis, 2013, p. 35.
Hoogewerff 1927, p. 161. 
Schutte, 1976, p. 446."	ASL, 2603-1, 203r.									
fiamminghi	166	Reyniers (Reiniers, Reniers)	Dirk				Flemish/Dutch	1622									Calafat, 2018, p. 752.										
fiamminghi	167	Reyniers (Rinieri, Reinieri, Renieri)	Theo (Teodoro, Theodor)			merchant, consul	Flemish/Dutch	1608	1633	1622				1634	Livorno		"Agterhuis, 2013, p. 35.
Engels, 1997, p. 137, 218. 
"	"Schutte, 1976, 446; ASL,  Governatore Auditore, Atti Civili, 87, c. 2021, 17 novembre 1626; 2602 Atti civili- suppliche 1595-1629 557r; morti 2, 149r"									
fiamminghi	168	Riccardi	Andrea				Flemish/Dutch	1682		1682																	
fiamminghi	169	Roseau Vallone	Jacob			painter	Flemish/Dutch	1615	1635								Engels 1997, p134										
fiamminghi	170	Rubens	Julius (Giulio, Gilio)			merchant	Flemish/Dutch	1646	1654	1646						Witness to the marriage of Giovanni van der Cammen op 19/01/1654	Pessina en Papini, 2024, p126	"ADL, matrimoni 1640-1656 243r; Dogana 3 219rv+1"									
fiamminghi	171	Rubens	Adriano			shopowner 	Flemish/Dutch	1653									"Kieckens 1993 p57; "	"ASL. catasto 200. c. 85; ASL. catasto 204. c. 431.; ASL,  governatore ed auditore 155. c. 1006 (21 april 1653). Zie bijlage III Kieckens;"									
fiamminghi	172	Rubens (Rubbens)	Jan (Giovanni)			merchant	Flemish/Dutch	1650		1642							"Pessina en Papini, 2024, p126; Kieckens 1993, p57, p72;"	ASL, governatore ed auditore 155. c. 1006 (21 april 1653). Zie bijlage III Kieckens.									
fiamminghi	173	Ruellia	Anna		F		Flemish/Dutch		1624							Married to Willem Bontekoe.	"Vivoli 1842, IV, p149; Engels 1997, 175;"										
fiamminghi	174	Rusca (Rusco)	Ercole			broker, captain	Flemish, Antwerp	1611					Antwerp			"married multiple times betwen 1611 and 1627 to Italian women; "	"Engels 1997, p134, 146;"	"ASD, Matrimoni 1, 11v; Battesimi 5, 279v; boeken vd Broeck, huizen"									
fiamminghi	175	Rutz	Jan 	Jacobsz.		captain	Flemish	1610	1620								"Engels 1993, p31, 146;"										
fiamminghi	176	Sabé	Johannes (Giovanni)			merchant	Flemish/Dutch	1656	1684	1656							"Hoogewerff 1927, p173; Kieckens 1993, p80; Vivoli 1842 p72"										
fiamminghi	177	Sautijn (Santin)	Giovanni			merchant	Dutch	1649		1649							"Pessina en Papini 2024, p383;"	ASL,  Governatore Auditore, Atti Civili, 2187, cc. 234-242									
fiamminghi	178	Sautijn (Santin)	Gilles			merchant	Dutch	1670								Son of Samuel Sautijn.	Scholten 1993 p206										
fiamminghi	179	Sautijn (Santin)	Willem			merchant	Dutch	1670								Son of Samuel Sautijn.	Scholten 1993 p206										
fiamminghi	180	Sautijn (Santin)	Samuel			merchant	Dutch		1670					1670													
fiamminghi	181	Savareys (Savary)	Matthijs (Mattheus, Matteo)				Dutch, Amsterdam	1677	1700	1677		1645	Amsterdam	1700	Livorno		Hoogewerff 1927, p171										
fiamminghi	182	Schendel, van	Emanuel			merchant	Flemish/Dutch	1657	1679	1657							Hoogewerff 1927, p173										
fiamminghi	183	Scheynis, van (van Scheins)	Joahnnes (Giovanni)				Flemish/Dutch	1645		1645																	
fiamminghi	184	Schroveringh (Schrottering)	Hendrik (Arrigo)			merchant	Flemish/Dutch	1673	1673	1673							Hoogewerff 1927, p173										
fiamminghi	185	Schuijt	Nicolaas				Dutch	1620									"Engels 1997, p144;"	Battesimi 5, 9-10-1633 (mentioned as godfather_									
fiamminghi	186	Schuijt (Schuyt)	Albert (Elbert)	Gijsbertsz.		merchant	Dutch	1628	1631	c1628				1632	Amsterdam		"Engels 1997, p133; Kieckens 1993, p57"										
fiamminghi	187	Schuijt (Schuyt)	Pieter (Pietro)			merchant	Dutch	1642	1650	1642				1650	Livorno	Probably a brother of Albert Schuit. 	"Hoogewerff 1927, p161; Pessina en Papini 2024, 379;"	ASL,  Governatore Auditore, Atti civili, 149, cc. 115-136									
fiamminghi	188	Scotte	Simone				Flemish/Dutch	1669		1669																	
fiamminghi	189	Scotte	Giacomo				Flemish/Dutch	1673		1673																	
fiamminghi	190	Scumickhuysenn	Giovanni				Flemish/Dutch	1666									Vivoli 1842, IV, p72										
fiamminghi	191	Smit	Anna Teodora		F		Flemish	1646								Daughter of Lambert Smit	Tosco, 2024, p. 52.										
fiamminghi	192	Smit (Smidt)	Lambert			merchant, consul	Flemish, Antwerpen	1621	1651	1628	Catholic	1576	Antwerpen	1651	Livorno		"Calafat 2022, p539; Engels 1997, p133;  Pessina, 2024, p52; Kieckens 1993 p57; Heeringa 1910, p111; Scholten 1993, p206; Agterhuis 2013, p35; Calafat 2022 p539; Scholten 1993, p.206"	"ADL, libro_dei_morti_4, 33r; Schutte, 1976, 447; NA Res. 28 Mei 1625."									
fiamminghi	193	Sprangh, van der	Nicolaas (Nicolo)			merchant	Flemish/Dutch	1663	1665	1663							Hoogewerff 1927, p173										
fiamminghi	194	Spron	Giovanni 	di Benjamin			Flemish, Antwerp	1614					Antwerp			Possiblly orinally from England, but moved to Antwerp.	"Engels 1997 p140;"										
fiamminghi	195	Spron (Sproni, Sporon, Spron, Speron)	Benjamin	di Benjamin		agent, factor, broker	Flemish, Antwerp	1611	1641	1622	Catholic	1584	Antwerpen	1641	Livorno	Possiblly orinally from England, but moved to Antwerp.	"Engels 1997, p133, 140; Pessina en Papini, 2024, p128; kieckens 1993, p101; Kieckens 1993, p76; Engels 1993, p26."	"ASL, 2602-2, 397r. 
ADL, Battesimi 3, 25r. 
ADL, Morti 2, c378.
ASL, 2603-2, 419r."									
fiamminghi	196	Spron (Sproni)	Jacob (giacomo, Jacopo)	di Benjamin			Flemish	1625	1664	1657	Catholic	1624				Son of Benjamin Spron. Married a woman from Corsica in 1655.	"Pessina en Papini, 2024, p128; Kieckens 1993, p69, 76;"	"ADL, libro dei morti 5, 103; 1684 Catalogo dei cittadini livornesi 64v;"									
fiamminghi	197	Spron (Sproni)	Anna Maria		F		Flemish	1629	1629					1629	Livorno (Chiesa della Madonna)	daughter of Benjamin Spron.		ADL, libro di morti 2, c22.									
fiamminghi	198	Spron (Sproni)	Maddalena		F		Flemish	1632	1632					1632	Livorno (Chiesa della Madonna)	daughter of Benjamin Spron.		ADL, libro di morti 2, c114.									
fiamminghi	199	Spron (Sproni)	Giorgia		F		Flemish	1634	1634			1632	Livorno	1634	Livorno (Chiesa della Madonna)	daughter of Benjamin Spron. The death records mentions she was two years old.		ADL, libro di morti 2, c162.									
fiamminghi	200	Spron (Sproni)	Beniamino	di Jacopo			Flemish	1664	1723								Kieckens 1993, p76	"ASL, catasto 209. c. 1177; 1684 Catalogo dei cittadini livornesi 103r+v;"									
fiamminghi	201	Spron (Sproni)	Jacopo	di Francesco di Benjamino			Flemish	1692	1726									"1684 Catalogo dei cittadini livornesi 133v;"									
fiamminghi	202	Spron (Sproni)	Ferdinanda				Flemish										Kieckens 2024, p129										
fiamminghi	203	Spron (Sproni)	Francesco	di Benjamino			Flemish										Kieckens 2024, p129										
fiamminghi	204	Stamblock	Enrico				Flemish/Dutch	1666									Vivoli 1842, IV, p72										
fiamminghi	205	Steen	Gerard	Jansz.		captain	Dutch										"Engels 1993, p31;"										
fiamminghi	206	Steen	Jan			captain	Dutch										"Engels 1993, p31;"										
fiamminghi	207	Steen, van de (van de Stein, Vandestein, Vanadestein, Vandesten) 	Niccolò	di Giovanni (d'Ebaldo?)		captain of harbor	Flemish, Antwerp	1616	1646		Catholic	1577	Antwerpen	1642	Livorno	 Married to Donna Catharina who was probably Italian. Had 6 children.	"Kieckens 1993 p64; Engels 1997, p134, 146; Vivoli 1842 p457"	"ASL, catasto 202. c. 641.; 201 c 311; 204. c. 326-327 en 420; 1684 Catalogo dei cittadini livornesi 34v; ADL, libro dei morti 3. 417r; Battesimi 5 269v; "									
fiamminghi	208	Steur	Johannes (Giovanni)			merchant	Flemish/Dutch	1622	1630	1622						From 1617 to 1630 captured by the Turks, afterwards became captain of the harbour - 'bocca di porto'. The name of his wife was  Catherina.	"Engels 1997, p133, 144; Engels 1993, p30;"										
fiamminghi	209	Straten van der (Vanderstrotten, Vanderstraten)	Pieter (Pierre, Pietro)			consul missus	Dutch, Amsterdam	1643	1672	1644			Amsterdam			Son of Francesco van der Straten	"Biagi, 1977, p. 361.
Hoogewerff, 1927, p. 161.
Israel, 1986, p. 106.
Schutte, 1976, p. 446."	"ASL, 135 Lettere e negozi della comunit, 1743r.
ASL, 2603-2, 1477r."									
fiamminghi	210	Straten, van der	Jan (Giovanni)				Dutch	1613								Most likley the van der Straten family came from Antwerp but moved to Amsterdam in the late sixteenth century.	"Engels 1997, p166;"	Battesimi 3, 68v									
fiamminghi	211	Straten, van der	Sara		F		Dutch	1628								Daughter of Jan van der Straten. Married to Pieter Trip in Amsterdam. 	"Engels 1997, p166;"										
fiamminghi	212	Straten, van der	François (Francisco, Francesco)			merchant, consul	Dutch, Amsterdam	1630	1642	1642			Amsterdam	1643	Livorno		"Pessina en Papini, 2024, p53, 380; Hoogewerff 1927, p161"	"Schutte, 1976, 446;"									
fiamminghi	213	Straten, van der (Vanderstraten)	Willem (Guilelmo)			merchant	Dutch, Amsterdam	1630	1649	1643			Amsterdam				"Pessina en Papini, 2024, p53, 380; Hoogewerff 1927, p161"	"ASL, 135 Lettere e negozi della comunità (dal 1641 al 1650) 1743r;"									
fiamminghi	214	Temback	Andreas				Flemish/Dutch	1677		1677																	
fiamminghi	215	Tensini	Giovanni Battista				Flemish/Dutch	1645		1645																	
fiamminghi	216	Timmerman	Regina		F	barmaid	Dutch, Amsterdam	1656									Struys, 1676, p72										
fiamminghi	217	Uchelen, van	Hendrik (Henrico)			merchant	Flemish/Dutch	1677	1679	1677							Hoogewerff 1927, p173										
fiamminghi	218	Uchelen, van	Pietro				Flemish/Dutch	1683		1683																	
fiamminghi	219	Undrill	Giovanni				Flemish	1639	1647		Catholic			<1648		Son of George Undrill, had multiple public functions in Livorno. Was married to a woman named Francesca di Marcantonio Mazzante.	Kieckens, 1993, p. 76.	ASL, 1684 Catalogo dei cittadini livornesi, 50v.									
fiamminghi	220	Undrill	Isabella		F		Flemish		1648		Catholic	1630		1648	Livorno	daughter of George Undrill, her death record states she was 18 years old.	Kieckens, 1993, p. 76.	ADL, libro dei morti 3. c. 693									
fiamminghi	221	Undrill	Susanna		F		Flemish		1648		Catholic	1626		1648	Livorno (Chiesa S.S. Monti)	daughter of George Undrill, married to Guilio Batta Lombardini. Her death record states she was 22 years old.	Kieckens, 1993, p. 76.	ADL, libro dei morti 3. c684.									
fiamminghi	222	Undrill (Underhil) [di Tommaso]	George (Giorgio)				Flemish / English	1613	1642		Catholic			1642	Livorno	Possibly originally from England.	"Kieckens, 1993, p. 76.
Kieckens, 2024, p. 128."	"ADL, morti 3, 412v. 
ADL, matrimoni 1, 27r.
ASL, 2602 Atti civili- suppliche, 546r."									
fiamminghi	223	Unt	Tomasso				Flemish/Dutch Inglese	1603	1620					< 1642		Married to Elisabetta Unt.	"Kieckens 1993 p69;"	ASL, 53 Atti civili del Governatore Priore Antonio Martelli 1609-1610, 461r									
fiamminghi	224	Unt	Margherita		F		Flemish/Dutch	1614								Daughter of Tomasso Unt. Married to Giorgio di Tommaso Underhil.		ADL, libro dei matrimoni 1, 27r.									
fiamminghi	225	Unt	Elisabetta		F		Flemish/Dutch		1642		Catholic			1642	Livorno (Chiesa S.S. Monti)	Widow of Tomasso Unt.	"Kieckens 1993 p69;"	ADL, libro dei morti 3. 411r									
fiamminghi	226	Ursi	Gaspar			merchant	Flemish	1605									Brulez, 1965, p558 (Livorno, item 1727)										
fiamminghi	227	Valckenburgh, van	Jan (Giovanni)			merchant	Flemish/Dutch	1646	1654	1646						Married Caterina Mencotti from Rome.	"Hoogewerff 1927, p161; Kieckens 1993, p70"	"ADL, Morti 4, 33r.
ASL, catasto 206. c. 216."									
fiamminghi	228	Valcks (Falchi, Valsen, Valsex)	Jacob (Jacopo, Giacomo)			merchant	Flemish	1628		1628							"Calafat 2022, p539; Engels 1997, p133"										
fiamminghi	229	Vandebusch	Teodoro di Teodoro				Flemish				Catholic	1627		1661	Livorno, Chiesa della Madonna		"Kieckens 1993 p70;"	ADL, LIbri di Morti 4, c. 186v (1 augustus 1661).									
fiamminghi	230	Vanzs	Erich			merchant	Dutch	1606									Bomboni, 2023, p69										
fiamminghi	231	Vaqueman	Giacomo				Flemish/Dutch	1642		1642																	
fiamminghi	232	Velden, van	Jacob			merchant	Flemish/Dutch	1689									Hoogewerff 1927, p173										
fiamminghi	233	Veldensteyn, van	Samuel				Flemish/Dutch	1678		1678																	
fiamminghi	234	Velthuyzen, van (Wan Welthyssen, Vanveltuijsem)	Gabriël			merchant	Dutch	1666		1666							Hoogewerff 1927, p171	ASL, 2608, 423r.									
fiamminghi	235	Velz	Johannes Filips (Giacomo)	di Filippo		merchant	Flemish/Dutch	1661	1684	1661 en 1663							Hoogewerff 1927, p173										
fiamminghi	236	Vogelaer, de	Marcus			merchant	Dutch	1606									Bodoni 2023, p69										
fiamminghi	237	Watering (Watrin)	Jean (Giovanni)				Flemish/Dutch	1647								Nephew and heir of Lambert Constant. 	"Kieckens 1993, p43; Dinelli 2006, p.119"	ASL, catasto 85 - giustificazione - c. 200									
fiamminghi	238	Weert, de (van Weert)	Wilhelmus (Willem, Guglielmo, Wilhelm)				Flemish/Dutch	1666	1698	1666				1698	Livorno	Son of Rogier van Weert.	"Hoogewerff 1927, p170; Vivoli 1842 p72; Pessina en Papini 2024, 384;"	ASL, 2608, 423r.									
fiamminghi	239	Weert, van (Vanverten)	Rogier (Rugieri, Guglielmo)				Flemish/Dutch	1650	1666	1655							"Hoogewerff 1927, p170; Vivoli 1842 p72; Pessina en Papini 2024, 384, 385;"	ASL,  Governatore Auditore, Atti Civili, 184, c. 164, 13 febbraio 1658									
fiamminghi	240	Wibrants	Joachim			clerk	Dutch	1627	1634								Engels 1997, p174, 1778										
fiamminghi	242	Wijngaard (della Vigna, delle Vigne, van der Wignaert)	Jan Jr. (Giovanni)			merchant	Flemish/Dutch	1628		1628							"Calafat 2022, p539; Engels 1997, p133"										
fiamminghi	243	Willem, de	Paulus				Dutch	1600	1610								"Engels 1993, p. 140;"										
fiamminghi	244	Winckel, van	Jan (Giovanni)			merchant	Dutch, Amsterdam	1655	1689	1655	Lutheran	1629	Amsterdam	1707	Livorno		"Hoogewerff 1927, p173; Kieckens; Pessina en Papini, p384;"	 ASL,  Governatore Auditore, Atti Civili, 184, c. 164, 13 febbraio 1658. ASL, 2608, 423r.									
fiamminghi	245	Winckel, van	Cornelis (Cornelio)	di Giovanni			Dutch				Lutheran changed to Roman Catholic	1627		1667	Livorno			ADL, libro dei morti 5. c. 236.									
fiamminghi	246	Wingaert, van de	Clara		F		Dutch	1622	1645			1603	Antwerpen			"Married to Benjamin Spron; Portrait in biblioteca Labronica, on which it is stated she was 25 years old in 1628."	"Engels, 1997, p. 133. 
Frattarelli Fischer, 2001, p. 31.
Kieckens, 2024, p. 128."	ASL, 2603-2, 419r.									
fiamminghi	247	Wit, de	Giorgio	di Matteo			Flemish/Dutch	1612										ADL, 1684 Catalogo dei cittadini livornesi, 28r.									
fiamminghi	248	Wit, de	Agostino	di Antonio			Dutch, Amsterdam	1646					Amsterdam				Kieckens, 1993, p. 67.	ASL, catasto 207. c. 421									
fiamminghi	249	Zael	Bartholomeus			captain	Dutch										"Engels, 1993, p. 31. 
Engels, 1997, p. 175."										
other	250	Bonade (Bonato, Bonedt, Bonat, Bonnede)	Matteo			consul electus, soldier, merchant	Austrian	1597	1631	1622	Catholic			1631	Livorno	Consul for various countries, including United Provinces. His wife was called Filippa di Andrea Confortini di Santa Luce.	"Bomboni, 2024, p. 81. 
Engels, 1997, p. 134.
Kieckens, 1993, p. 57. 
Pessina and Papini, 2024, p. 33. "	"ASL, comunità 1684. 13v. 
ADL, Battesimi 3, 13r."									
other	249	Cammen, van der	Jan			merchant	German	1637	1667	1667	Catholic						"Pessina en Papini, 2024, p. 129; Kieckens 1993, p. 74;"	"ADL matrimoni 1640-1656 243r;"									
other	250	Cammen, van der	Nicolaas			merchant	German	1649			Catholic							135 Lettere e negozi della comunità 1743r									
other	251	Wierts (Wiert, Vierz)	George (Giorgio)			merchant, consul electus	Austrian	1622	1658	1622	Catholic			1658	Livorno		"Biagi, 1977, p. 361;
Hoogewerf, 1927, p. 158.
"	"ASL, 3076 processo contro il Console d’Olanda, XI, XV & XXI;"									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
